gene	tissue	Gene	CHR	START_POS	END_POS	arm	tissue_locus
ENSG00000138175	Esophagus_muc	ARL3	10	104433488	104474154	10q24.32	Esophagus_muc_10q24.32
ENSG00000138175	Brain_Cer	ARL3	10	104433488	104474154	10q24.32	Brain_Cer_10q24.32
ENSG00000138175	Artery_aor	ARL3	10	104433488	104474154	10q24.32	Artery_aor_10q24.32
ENSG00000138175	Esophagus_mus	ARL3	10	104433488	104474154	10q24.32	Esophagus_mus_10q24.32
ENSG00000138175	Pancreas	ARL3	10	104433488	104474154	10q24.32	Pancreas_10q24.32
ENSG00000138175	Artery_tib	ARL3	10	104433488	104474154	10q24.32	Artery_tib_10q24.32
ENSG00000138175	Adipose_sub	ARL3	10	104433488	104474154	10q24.32	Adipose_sub_10q24.32
ENSG00000138175	Cells_fibroblast	ARL3	10	104433488	104474154	10q24.32	Cells_fibroblast_10q24.32
ENSG00000148795	Muscle_skeletal	CYP17A1	10	104590288	104597229	10q24.32	Muscle_skeletal_10q24.32
ENSG00000148795	Brain_Nuc	CYP17A1	10	104590288	104597229	10q24.32	Brain_Nuc_10q24.32
ENSG00000148842	Adrenal	CNNM2	10	104678051	104849979	10q24.32	Adrenal_10q24.32
ENSG00000148842	Whole_blood	CNNM2	10	104678051	104849979	10q24.32	Whole_blood_10q24.32
ENSG00000148843	Small_intestine	PDCD11	10	105156383	105206051	10q24.33	Small_intestine_10q24.33
ENSG00000148843	Adipose_sub	PDCD11	10	105156383	105206051	10q24.33	Adipose_sub_10q24.33
ENSG00000156398	Heart_Atr	SFXN2	10	104474295	104503249	10q24.32	Heart_Atr_10q24.32
ENSG00000156398	Esophagus_muc	SFXN2	10	104474295	104503249	10q24.32	Esophagus_muc_10q24.32
ENSG00000156398	Colon_transverse	SFXN2	10	104474295	104503249	10q24.32	Colon_transverse_10q24.32
ENSG00000156398	Prostate	SFXN2	10	104474295	104503249	10q24.32	Prostate_10q24.32
ENSG00000156398	Breast	SFXN2	10	104474295	104503249	10q24.32	Breast_10q24.32
ENSG00000156398	Skin_no_sun	SFXN2	10	104474295	104503249	10q24.32	Skin_no_sun_10q24.32
ENSG00000156398	Stomach	SFXN2	10	104474295	104503249	10q24.32	Stomach_10q24.32
ENSG00000156398	Thyroid	SFXN2	10	104474295	104503249	10q24.32	Thyroid_10q24.32
ENSG00000156398	Adrenal	SFXN2	10	104474295	104503249	10q24.32	Adrenal_10q24.32
ENSG00000156398	Adipose_vis	SFXN2	10	104474295	104503249	10q24.32	Adipose_vis_10q24.32
ENSG00000156398	Spleen	SFXN2	10	104474295	104503249	10q24.32	Spleen_10q24.32
ENSG00000156398	Whole_blood	SFXN2	10	104474295	104503249	10q24.32	Whole_blood_10q24.32
ENSG00000156398	Esophagus_mus	SFXN2	10	104474295	104503249	10q24.32	Esophagus_mus_10q24.32
ENSG00000156398	Minor_salivary_gland	SFXN2	10	104474295	104503249	10q24.32	Minor_salivary_gland_10q24.32
ENSG00000156398	Cells_fibroblast	SFXN2	10	104474295	104503249	10q24.32	Cells_fibroblast_10q24.32
ENSG00000156398	Pituitary	SFXN2	10	104474295	104503249	10q24.32	Pituitary_10q24.32
ENSG00000156398	Artery_cor	SFXN2	10	104474295	104503249	10q24.32	Artery_cor_10q24.32
ENSG00000166272	Whole_blood	WBP1L	10	104503705	104594273	10q24.32	Whole_blood_10q24.32
ENSG00000166272	Thyroid	WBP1L	10	104503705	104594273	10q24.32	Thyroid_10q24.32
ENSG00000166272	Ovary	WBP1L	10	104503705	104594273	10q24.32	Ovary_10q24.32
ENSG00000166272	Stomach	WBP1L	10	104503705	104594273	10q24.32	Stomach_10q24.32
ENSG00000166272	Cells_fibroblast	WBP1L	10	104503705	104594273	10q24.32	Cells_fibroblast_10q24.32
ENSG00000171206	Breast	TRIM8	10	104402067	104420437	10q24.32	Breast_10q24.32
ENSG00000173915	Skin_sun	ATP5MD	10	105148798	105156249	10q24.33	Skin_sun_10q24.33
ENSG00000214435	Brain_Sub	AS3MT	10	104629227	104661656	10q24.32	Brain_Sub_10q24.32
ENSG00000214435	Esophagus_mus	AS3MT	10	104629227	104661656	10q24.32	Esophagus_mus_10q24.32
ENSG00000214435	Esophagus_gast	AS3MT	10	104629227	104661656	10q24.32	Esophagus_gast_10q24.32
ENSG00000214435	Thyroid	AS3MT	10	104629227	104661656	10q24.32	Thyroid_10q24.32
ENSG00000214435	Brain_Hypo	AS3MT	10	104629227	104661656	10q24.32	Brain_Hypo_10q24.32
ENSG00000214435	Brain_Cer	AS3MT	10	104629227	104661656	10q24.32	Brain_Cer_10q24.32
ENSG00000214435	Esophagus_muc	AS3MT	10	104629227	104661656	10q24.32	Esophagus_muc_10q24.32
ENSG00000226009	Heart_Atr	KCNIP2-AS1	10	103578557	103588642	10q24.32	Heart_Atr_10q24.32
ENSG00000272912	Prostate	AL356608.1	10	104674342	104675161	10q24.32	Prostate_10q24.32
ENSG00000272933	Pituitary	AL391121.1	10	104402549	104403897	10q24.32	Pituitary_10q24.32
ENSG00000019102	Muscle_skeletal	VSIG2	11	124617370	124622151	11q24.2	Muscle_skeletal_11q24.2
ENSG00000019102	Heart_Atr	VSIG2	11	124617370	124622151	11q24.2	Heart_Atr_11q24.2
ENSG00000019102	Breast	VSIG2	11	124617370	124622151	11q24.2	Breast_11q24.2
ENSG00000080854	Uterus	IGSF9B	11	133766333	133826880	11q25	Uterus_11q25
ENSG00000080854	Artery_tib	IGSF9B	11	133766333	133826880	11q25	Artery_tib_11q25
ENSG00000080854	Colon_sigmoid	IGSF9B	11	133766333	133826880	11q25	Colon_sigmoid_11q25
ENSG00000080854	Colon_transverse	IGSF9B	11	133766333	133826880	11q25	Colon_transverse_11q25
ENSG00000080854	Testis	IGSF9B	11	133766333	133826880	11q25	Testis_11q25
ENSG00000080854	Pancreas	IGSF9B	11	133766333	133826880	11q25	Pancreas_11q25
ENSG00000080854	Brain_Cerebellum	IGSF9B	11	133766333	133826880	11q25	Brain_Cerebellum_11q25
ENSG00000080854	Heart_Atr	IGSF9B	11	133766333	133826880	11q25	Heart_Atr_11q25
ENSG00000080854	Prostate	IGSF9B	11	133766333	133826880	11q25	Prostate_11q25
ENSG00000080854	Artery_aor	IGSF9B	11	133766333	133826880	11q25	Artery_aor_11q25
ENSG00000080854	Adipose_vis	IGSF9B	11	133766333	133826880	11q25	Adipose_vis_11q25
ENSG00000080854	Esophagus_gast	IGSF9B	11	133766333	133826880	11q25	Esophagus_gast_11q25
ENSG00000080854	Lung	IGSF9B	11	133766333	133826880	11q25	Lung_11q25
ENSG00000109956	Whole_blood	B3GAT1	11	134248398	134282136	11q25	Whole_blood_11q25
ENSG00000110011	Breast	DNAJC4	11	63997750	64001758	11q13.1	Breast_11q13.1
ENSG00000110047	Esophagus_muc	EHD1	11	64619114	64655768	11q13.1	Esophagus_muc_11q13.1
ENSG00000110492	Heart_Left	MDK	11	46402306	46405387	11p11.2	Heart_Left_11p11.2
ENSG00000110492	Skin_sun	MDK	11	46402306	46405387	11p11.2	Skin_sun_11p11.2
ENSG00000110492	Skin_no_sun	MDK	11	46402306	46405387	11p11.2	Skin_no_sun_11p11.2
ENSG00000110492	Esophagus_mus	MDK	11	46402306	46405387	11p11.2	Esophagus_mus_11p11.2
ENSG00000110492	Esophagus_gast	MDK	11	46402306	46405387	11p11.2	Esophagus_gast_11p11.2
ENSG00000110492	Prostate	MDK	11	46402306	46405387	11p11.2	Prostate_11p11.2
ENSG00000110536	Cells_fibroblast	PTPMT1	11	47586982	47595013	11p11.2	Cells_fibroblast_11p11.2
ENSG00000110536	Lung	PTPMT1	11	47586982	47595013	11p11.2	Lung_11p11.2
ENSG00000120451	Brain_Cortex	SNX19	11	130745331	130786404	11q24.3	Brain_Cortex_11q24.3
ENSG00000120451	Brain_Sub	SNX19	11	130745331	130786404	11q24.3	Brain_Sub_11q24.3
ENSG00000120451	Brain_Spi	SNX19	11	130745331	130786404	11q24.3	Brain_Spi_11q24.3
ENSG00000120451	Heart_Left	SNX19	11	130745331	130786404	11q24.3	Heart_Left_11q24.3
ENSG00000120451	Heart_Atr	SNX19	11	130745331	130786404	11q24.3	Heart_Atr_11q24.3
ENSG00000120451	Esophagus_mus	SNX19	11	130745331	130786404	11q24.3	Esophagus_mus_11q24.3
ENSG00000120451	Adipose_vis	SNX19	11	130745331	130786404	11q24.3	Adipose_vis_11q24.3
ENSG00000120451	Brain_Hippo	SNX19	11	130745331	130786404	11q24.3	Brain_Hippo_11q24.3
ENSG00000133328	Brain_Cortex	PLAAT2	11	63320242	63330851	11q12.3	Brain_Cortex_11q12.3
ENSG00000134575	Artery_tib	ACP2	11	47260853	47270457	11p11.2	Artery_tib_11p11.2
ENSG00000149179	Pituitary	C11orf49	11	46958240	47185936	11p11.2	Pituitary_11p11.2
ENSG00000149179	Testis	C11orf49	11	46958240	47185936	11p11.2	Testis_11p11.2
ENSG00000149179	Skin_sun	C11orf49	11	46958240	47185936	11p11.2	Skin_sun_11p11.2
ENSG00000149179	Heart_Atr	C11orf49	11	46958240	47185936	11p11.2	Heart_Atr_11p11.2
ENSG00000149179	Thyroid	C11orf49	11	46958240	47185936	11p11.2	Thyroid_11p11.2
ENSG00000149187	Thyroid	CELF1	11	47487485	47587121	11p11.2	Thyroid_11p11.2
ENSG00000149295	Esophagus_gast	DRD2	11	113280327	113346413	11q23.2	Esophagus_gast_11q23.2
ENSG00000149295	Stomach	DRD2	11	113280327	113346413	11q23.2	Stomach_11q23.2
ENSG00000149328	Cells_fibroblast	GLB1L2	11	134201768	134248235	11q25	Cells_fibroblast_11q25
ENSG00000149735	Artery_aor	GPHA2	11	64701943	64703365	11q13.1	Artery_aor_11q13.1
ENSG00000154146	Thyroid	NRGN	11	124609838	124617106	11q24.2	Thyroid_11q24.2
ENSG00000154146	Cells_fibroblast	NRGN	11	124609838	124617106	11q24.2	Cells_fibroblast_11q24.2
ENSG00000156599	Nerve	ZDHHC5	11	57435219	57468654	11q12.1	Nerve_11q12.1
ENSG00000156603	Vagina	MED19	11	57471186	57479795	11q12.1	Vagina_11q12.1
ENSG00000170209	Spleen	ANKK1	11	113258501	113271138	11q23.2	Spleen_11q23.2
ENSG00000170209	Adipose_sub	ANKK1	11	113258501	113271138	11q23.2	Adipose_sub_11q23.2
ENSG00000170209	Esophagus_mus	ANKK1	11	113258501	113271138	11q23.2	Esophagus_mus_11q23.2
ENSG00000170209	Brain_Cer	ANKK1	11	113258501	113271138	11q23.2	Brain_Cer_11q23.2
ENSG00000170209	Brain_Fro	ANKK1	11	113258501	113271138	11q23.2	Brain_Fro_11q23.2
ENSG00000170209	Breast	ANKK1	11	113258501	113271138	11q23.2	Breast_11q23.2
ENSG00000170209	Colon_transverse	ANKK1	11	113258501	113271138	11q23.2	Colon_transverse_11q23.2
ENSG00000172922	Prostate	RNASEH2C	11	65481476	65488418	11q13.1	Prostate_11q13.1
ENSG00000172922	Artery_tib	RNASEH2C	11	65481476	65488418	11q13.1	Artery_tib_11q13.1
ENSG00000172922	Thyroid	RNASEH2C	11	65481476	65488418	11q13.1	Thyroid_11q13.1
ENSG00000172922	Skin_sun	RNASEH2C	11	65481476	65488418	11q13.1	Skin_sun_11q13.1
ENSG00000172922	Brain_Hippo	RNASEH2C	11	65481476	65488418	11q13.1	Brain_Hippo_11q13.1
ENSG00000172922	Esophagus_gast	RNASEH2C	11	65481476	65488418	11q13.1	Esophagus_gast_11q13.1
ENSG00000172922	Heart_Atr	RNASEH2C	11	65481476	65488418	11q13.1	Heart_Atr_11q13.1
ENSG00000172922	Nerve	RNASEH2C	11	65481476	65488418	11q13.1	Nerve_11q13.1
ENSG00000172922	Skin_no_sun	RNASEH2C	11	65481476	65488418	11q13.1	Skin_no_sun_11q13.1
ENSG00000172922	Artery_aor	RNASEH2C	11	65481476	65488418	11q13.1	Artery_aor_11q13.1
ENSG00000173653	Whole_blood	RCE1	11	66610306	66614023	11q13.2	Whole_blood_11q13.2
ENSG00000175220	Testis	ARHGAP1	11	46698630	46722169	11p11.2	Testis_11p11.2
ENSG00000175224	Brain_Cerebellum	ATG13	11	46639077	46696368	11p11.2	Brain_Cerebellum_11p11.2
ENSG00000175224	Esophagus_muc	ATG13	11	46639077	46696368	11p11.2	Esophagus_muc_11p11.2
ENSG00000175224	Breast	ATG13	11	46639077	46696368	11p11.2	Breast_11p11.2
ENSG00000175224	Esophagus_mus	ATG13	11	46639077	46696368	11p11.2	Esophagus_mus_11p11.2
ENSG00000175224	Cells_ebv	ATG13	11	46639077	46696368	11p11.2	Cells_ebv_11p11.2
ENSG00000175224	Adipose_vis	ATG13	11	46639077	46696368	11p11.2	Adipose_vis_11p11.2
ENSG00000175224	Testis	ATG13	11	46639077	46696368	11p11.2	Testis_11p11.2
ENSG00000175224	Nerve	ATG13	11	46639077	46696368	11p11.2	Nerve_11p11.2
ENSG00000175224	Cells_fibroblast	ATG13	11	46639077	46696368	11p11.2	Cells_fibroblast_11p11.2
ENSG00000175224	Colon_transverse	ATG13	11	46639077	46696368	11p11.2	Colon_transverse_11p11.2
ENSG00000197136	Esophagus_gast	PCNX3	11	65383244	65404910	11q13.1	Esophagus_gast_11q13.1
ENSG00000254427	Pituitary	LINC02696	11	45376922	45389041	11p11.2	Pituitary_11p11.2
ENSG00000254427	Artery_tib	LINC02696	11	45376922	45389041	11p11.2	Artery_tib_11p11.2
ENSG00000254842	Testis	LINC02551	11	130714086	130735456	11q24.3	Testis_11q24.3
ENSG00000260196	Esophagus_gast	AC124798.1	11	17402196	17405078	11p15.1	Esophagus_gast_11p15.1
ENSG00000270060	Adipose_vis	AC090589.3	11	47189832	47191114	11p11.2	Adipose_vis_11p11.2
ENSG00000270060	Vagina	AC090589.3	11	47189832	47191114	11p11.2	Vagina_11p11.2
ENSG00000051825	Cells_fibroblast	MPHOSPH9	12	123636867	123728561	12q24.31	Cells_fibroblast_12q24.31
ENSG00000051825	Skin_sun	MPHOSPH9	12	123636867	123728561	12q24.31	Skin_sun_12q24.31
ENSG00000051825	Testis	MPHOSPH9	12	123636867	123728561	12q24.31	Testis_12q24.31
ENSG00000051825	Esophagus_gast	MPHOSPH9	12	123636867	123728561	12q24.31	Esophagus_gast_12q24.31
ENSG00000089693	Heart_Atr	MLF2	12	6857162	6876641	12p13.31	Heart_Atr_12p13.31
ENSG00000089693	Pancreas	MLF2	12	6857162	6876641	12p13.31	Pancreas_12p13.31
ENSG00000110931	Colon_transverse	CAMKK2	12	121675478	121736111	12q24.31	Colon_transverse_12q24.31
ENSG00000111231	Whole_blood	GPN3	12	110890291	110907073	12q24.11	Whole_blood_12q24.11
ENSG00000111237	Brain_Put	VPS29	12	110928888	110939916	12q24.11	Brain_Put_12q24.11
ENSG00000111237	Brain_Cortex	VPS29	12	110928888	110939916	12q24.11	Brain_Cortex_12q24.11
ENSG00000111237	Skin_no_sun	VPS29	12	110928888	110939916	12q24.11	Skin_no_sun_12q24.11
ENSG00000111237	Esophagus_mus	VPS29	12	110928888	110939916	12q24.11	Esophagus_mus_12q24.11
ENSG00000111237	Colon_transverse	VPS29	12	110928888	110939916	12q24.11	Colon_transverse_12q24.11
ENSG00000111237	Muscle_skeletal	VPS29	12	110928888	110939916	12q24.11	Muscle_skeletal_12q24.11
ENSG00000111237	Brain_Nuc	VPS29	12	110928888	110939916	12q24.11	Brain_Nuc_12q24.11
ENSG00000111237	Esophagus_muc	VPS29	12	110928888	110939916	12q24.11	Esophagus_muc_12q24.11
ENSG00000111237	Artery_aor	VPS29	12	110928888	110939916	12q24.11	Artery_aor_12q24.11
ENSG00000111237	Small_intestine	VPS29	12	110928888	110939916	12q24.11	Small_intestine_12q24.11
ENSG00000111237	Thyroid	VPS29	12	110928888	110939916	12q24.11	Thyroid_12q24.11
ENSG00000111237	Breast	VPS29	12	110928888	110939916	12q24.11	Breast_12q24.11
ENSG00000111237	Prostate	VPS29	12	110928888	110939916	12q24.11	Prostate_12q24.11
ENSG00000111325	Thyroid	OGFOD2	12	123459127	123464590	12q24.31	Thyroid_12q24.31
ENSG00000111325	Brain_Fro	OGFOD2	12	123459127	123464590	12q24.31	Brain_Fro_12q24.31
ENSG00000111325	Cells_ebv	OGFOD2	12	123459127	123464590	12q24.31	Cells_ebv_12q24.31
ENSG00000111328	Adipose_sub	CDK2AP1	12	123734659	123756881	12q24.31	Adipose_sub_12q24.31
ENSG00000111328	Skin_no_sun	CDK2AP1	12	123734659	123756881	12q24.31	Skin_no_sun_12q24.31
ENSG00000111328	Stomach	CDK2AP1	12	123734659	123756881	12q24.31	Stomach_12q24.31
ENSG00000111328	Liver	CDK2AP1	12	123734659	123756881	12q24.31	Liver_12q24.31
ENSG00000111328	Testis	CDK2AP1	12	123734659	123756881	12q24.31	Testis_12q24.31
ENSG00000111328	Skin_sun	CDK2AP1	12	123734659	123756881	12q24.31	Skin_sun_12q24.31
ENSG00000130787	Artery_tib	HIP1R	12	123319000	123347508	12q24.31	Artery_tib_12q24.31
ENSG00000130921	Breast	C12orf65	12	123717983	123742507	12q24.31	Breast_12q24.31
ENSG00000130921	Esophagus_mus	C12orf65	12	123717983	123742507	12q24.31	Esophagus_mus_12q24.31
ENSG00000130921	Artery_tib	C12orf65	12	123717983	123742507	12q24.31	Artery_tib_12q24.31
ENSG00000130921	Adipose_sub	C12orf65	12	123717983	123742507	12q24.31	Adipose_sub_12q24.31
ENSG00000133687	Cells_fibroblast	TMTC1	12	29653773	29937692	12p11.22	Cells_fibroblast_12p11.22
ENSG00000139437	Esophagus_mus	TCHP	12	110338069	110421646	12q24.11	Esophagus_mus_12q24.11
ENSG00000150967	Liver	ABCB9	12	123405498	123466196	12q24.31	Liver_12q24.31
ENSG00000150967	Artery_tib	ABCB9	12	123405498	123466196	12q24.31	Artery_tib_12q24.31
ENSG00000150967	Artery_aor	ABCB9	12	123405498	123466196	12q24.31	Artery_aor_12q24.31
ENSG00000150977	Minor_salivary_gland	RILPL2	12	123895230	123921264	12q24.31	Minor_salivary_gland_12q24.31
ENSG00000150977	Skin_sun	RILPL2	12	123895230	123921264	12q24.31	Skin_sun_12q24.31
ENSG00000151067	Brain_Cer	CACNA1C	12	2079952	2807116	12p13.33	Brain_Cer_12p13.33
ENSG00000151164	Cells_fibroblast	RAD9B	12	110939460	110969891	12q24.11	Cells_fibroblast_12q24.11
ENSG00000151164	Esophagus_muc	RAD9B	12	110939460	110969891	12q24.11	Esophagus_muc_12q24.11
ENSG00000151164	Muscle_skeletal	RAD9B	12	110939460	110969891	12q24.11	Muscle_skeletal_12q24.11
ENSG00000151164	Skin_no_sun	RAD9B	12	110939460	110969891	12q24.11	Skin_no_sun_12q24.11
ENSG00000151164	Colon_sigmoid	RAD9B	12	110939460	110969891	12q24.11	Colon_sigmoid_12q24.11
ENSG00000157837	Pancreas	SPPL3	12	121200313	121342161	12q24.31	Pancreas_12q24.31
ENSG00000166987	Brain_Nuc	MBD6	12	57914493	57923931	12q13.3	Brain_Nuc_12q13.3
ENSG00000178449	Adrenal	COX14	12	50505865	50514240	12q13.12	Adrenal_12q13.12
ENSG00000183955	Esophagus_mus	KMT5A	12	123868320	123893900	12q24.31	Esophagus_mus_12q24.31
ENSG00000183955	Nerve	KMT5A	12	123868320	123893900	12q24.31	Nerve_12q24.31
ENSG00000198056	Spleen	PRIM1	12	57125080	57146158	12q13.3	Spleen_12q13.3
ENSG00000204856	Brain_Cer	FAM216A	12	110906220	110928190	12q24.11	Brain_Cer_12q24.11
ENSG00000204856	Lung	FAM216A	12	110906220	110928190	12q24.11	Lung_12q24.11
ENSG00000204856	Cells_fibroblast	FAM216A	12	110906220	110928190	12q24.11	Cells_fibroblast_12q24.11
ENSG00000204856	Whole_blood	FAM216A	12	110906220	110928190	12q24.11	Whole_blood_12q24.11
ENSG00000250091	Lung	DNAH10OS	12	124410008	124419531	12q24.31	Lung_12q24.31
ENSG00000250091	Heart_Atr	DNAH10OS	12	124410008	124419531	12q24.31	Heart_Atr_12q24.31
ENSG00000255398	Adipose_sub	HCAR3	12	123199303	123201358	12q24.31	Adipose_sub_12q24.31
ENSG00000256092	Heart_Atr	SBNO1-AS1	12	123848415	123850660	12q24.31	Heart_Atr_12q24.31
ENSG00000256092	Brain_Cer	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cer_12q24.31
ENSG00000256092	Cells_fibroblast	SBNO1-AS1	12	123848415	123850660	12q24.31	Cells_fibroblast_12q24.31
ENSG00000256092	Brain_Cortex	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cortex_12q24.31
ENSG00000256092	Pituitary	SBNO1-AS1	12	123848415	123850660	12q24.31	Pituitary_12q24.31
ENSG00000256092	Brain_Hypo	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Hypo_12q24.31
ENSG00000256092	Thyroid	SBNO1-AS1	12	123848415	123850660	12q24.31	Thyroid_12q24.31
ENSG00000256092	Brain_Cerebellum	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cerebellum_12q24.31
ENSG00000256092	Liver	SBNO1-AS1	12	123848415	123850660	12q24.31	Liver_12q24.31
ENSG00000256092	Adipose_vis	SBNO1-AS1	12	123848415	123850660	12q24.31	Adipose_vis_12q24.31
ENSG00000256092	Ovary	SBNO1-AS1	12	123848415	123850660	12q24.31	Ovary_12q24.31
ENSG00000256092	Brain_Fro	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Fro_12q24.31
ENSG00000256092	Skin_sun	SBNO1-AS1	12	123848415	123850660	12q24.31	Skin_sun_12q24.31
ENSG00000256092	Pancreas	SBNO1-AS1	12	123848415	123850660	12q24.31	Pancreas_12q24.31
ENSG00000256092	Testis	SBNO1-AS1	12	123848415	123850660	12q24.31	Testis_12q24.31
ENSG00000256092	Colon_transverse	SBNO1-AS1	12	123848415	123850660	12q24.31	Colon_transverse_12q24.31
ENSG00000256092	Brain_Cau	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cau_12q24.31
ENSG00000272368	Adipose_vis	AC074032.1	12	50505980	50559401	12q13.12	Adipose_vis_12q13.12
ENSG00000272368	Artery_cor	AC074032.1	12	50505980	50559401	12q13.12	Artery_cor_12q13.12
ENSG00000139746	Brain_Cer	RBM26	13	79885959	79980612	13q31.1	Brain_Cer_13q31.1
ENSG00000227676	Skin_no_sun	LINC01068	13	80140813	80145580	13q31.1	Skin_no_sun_13q31.1
ENSG00000227676	Colon_transverse	LINC01068	13	80140813	80145580	13q31.1	Colon_transverse_13q31.1
ENSG00000227676	Adrenal	LINC01068	13	80140813	80145580	13q31.1	Adrenal_13q31.1
ENSG00000227676	Esophagus_muc	LINC01068	13	80140813	80145580	13q31.1	Esophagus_muc_13q31.1
ENSG00000227676	Liver	LINC01068	13	80140813	80145580	13q31.1	Liver_13q31.1
ENSG00000227676	Minor_salivary_gland	LINC01068	13	80140813	80145580	13q31.1	Minor_salivary_gland_13q31.1
ENSG00000227676	Adipose_vis	LINC01068	13	80140813	80145580	13q31.1	Adipose_vis_13q31.1
ENSG00000227676	Brain_Cer	LINC01068	13	80140813	80145580	13q31.1	Brain_Cer_13q31.1
ENSG00000227676	Brain_Cerebellum	LINC01068	13	80140813	80145580	13q31.1	Brain_Cerebellum_13q31.1
ENSG00000050130	Adipose_sub	JKAMP	14	59951161	59972128	14q23.1	Adipose_sub_14q23.1
ENSG00000050130	Esophagus_muc	JKAMP	14	59951161	59972128	14q23.1	Esophagus_muc_14q23.1
ENSG00000050130	Artery_tib	JKAMP	14	59951161	59972128	14q23.1	Artery_tib_14q23.1
ENSG00000050130	Nerve	JKAMP	14	59951161	59972128	14q23.1	Nerve_14q23.1
ENSG00000088808	Colon_sigmoid	PPP1R13B	14	104199532	104313912	14q32.33	Colon_sigmoid_14q32.33
ENSG00000088808	Colon_transverse	PPP1R13B	14	104199532	104313912	14q32.33	Colon_transverse_14q32.33
ENSG00000088808	Esophagus_mus	PPP1R13B	14	104199532	104313912	14q32.33	Esophagus_mus_14q32.33
ENSG00000088808	Minor_salivary_gland	PPP1R13B	14	104199532	104313912	14q32.33	Minor_salivary_gland_14q32.33
ENSG00000088808	Brain_Cau	PPP1R13B	14	104199532	104313912	14q32.33	Brain_Cau_14q32.33
ENSG00000088808	Breast	PPP1R13B	14	104199532	104313912	14q32.33	Breast_14q32.33
ENSG00000126214	Whole_blood	KLC1	14	104028233	104180586	14q32.33	Whole_blood_14q32.33
ENSG00000126215	Lung	XRCC3	14	104163946	104181841	14q32.33	Lung_14q32.33
ENSG00000126215	Artery_tib	XRCC3	14	104163946	104181841	14q32.33	Artery_tib_14q32.33
ENSG00000126215	Thyroid	XRCC3	14	104163946	104181841	14q32.33	Thyroid_14q32.33
ENSG00000126215	Breast	XRCC3	14	104163946	104181841	14q32.33	Breast_14q32.33
ENSG00000126215	Cells_fibroblast	XRCC3	14	104163946	104181841	14q32.33	Cells_fibroblast_14q32.33
ENSG00000126215	Heart_Left	XRCC3	14	104163946	104181841	14q32.33	Heart_Left_14q32.33
ENSG00000126215	Prostate	XRCC3	14	104163946	104181841	14q32.33	Prostate_14q32.33
ENSG00000126215	Brain_Hippo	XRCC3	14	104163946	104181841	14q32.33	Brain_Hippo_14q32.33
ENSG00000126215	Cells_ebv	XRCC3	14	104163946	104181841	14q32.33	Cells_ebv_14q32.33
ENSG00000126215	Skin_no_sun	XRCC3	14	104163946	104181841	14q32.33	Skin_no_sun_14q32.33
ENSG00000126215	Heart_Atr	XRCC3	14	104163946	104181841	14q32.33	Heart_Atr_14q32.33
ENSG00000126215	Esophagus_mus	XRCC3	14	104163946	104181841	14q32.33	Esophagus_mus_14q32.33
ENSG00000126215	Skin_sun	XRCC3	14	104163946	104181841	14q32.33	Skin_sun_14q32.33
ENSG00000126215	Brain_Cerebellum	XRCC3	14	104163946	104181841	14q32.33	Brain_Cerebellum_14q32.33
ENSG00000126215	Muscle_skeletal	XRCC3	14	104163946	104181841	14q32.33	Muscle_skeletal_14q32.33
ENSG00000126215	Artery_aor	XRCC3	14	104163946	104181841	14q32.33	Artery_aor_14q32.33
ENSG00000126215	Colon_sigmoid	XRCC3	14	104163946	104181841	14q32.33	Colon_sigmoid_14q32.33
ENSG00000126215	Pituitary	XRCC3	14	104163946	104181841	14q32.33	Pituitary_14q32.33
ENSG00000126215	Colon_transverse	XRCC3	14	104163946	104181841	14q32.33	Colon_transverse_14q32.33
ENSG00000126215	Nerve	XRCC3	14	104163946	104181841	14q32.33	Nerve_14q32.33
ENSG00000166165	Liver	CKB	14	103986004	103989170	14q32.32	Liver_14q32.32
ENSG00000166170	Esophagus_gast	BAG5	14	104022881	104029168	14q32.33	Esophagus_gast_14q32.33
ENSG00000166170	Colon_transverse	BAG5	14	104022881	104029168	14q32.33	Colon_transverse_14q32.33
ENSG00000256053	Pituitary	COA8	14	104029299	104073860	14q32.33	Pituitary_14q32.33
ENSG00000256053	Stomach	COA8	14	104029299	104073860	14q32.33	Stomach_14q32.33
ENSG00000256053	Lung	COA8	14	104029299	104073860	14q32.33	Lung_14q32.33
ENSG00000256053	Nerve	COA8	14	104029299	104073860	14q32.33	Nerve_14q32.33
ENSG00000258851	Breast	AL139300.2	14	104019758	104028214	14q32.33	Breast_14q32.33
ENSG00000259775	Brain_Fro	AL138976.2	14	103798011	103798704	14q32.32	Brain_Fro_14q32.32
ENSG00000259775	Brain_Cortex	AL138976.2	14	103798011	103798704	14q32.32	Brain_Cortex_14q32.32
ENSG00000259775	Adipose_sub	AL138976.2	14	103798011	103798704	14q32.32	Adipose_sub_14q32.32
ENSG00000259775	Adipose_vis	AL138976.2	14	103798011	103798704	14q32.32	Adipose_vis_14q32.32
ENSG00000259775	Cells_fibroblast	AL138976.2	14	103798011	103798704	14q32.32	Cells_fibroblast_14q32.32
